"Region","CancerSiteICD10Code","CancerSite","Sex","SexQF","Year","IncidencesAgeUnder5","IncidencesAge5To9","IncidencesAge10To14","IncidencesAge15To19","IncidencesAge20To24","IncidencesAge25To29","IncidencesAge30To34","IncidencesAge35To39","IncidencesAge40To44","IncidencesAge45To49","IncidencesAge50To54","IncidencesAge55To59","IncidencesAge60To64","IncidencesAge65To69","IncidencesAge70To74","IncidencesAge75To79","IncidencesAge80To84","IncidencesAge85To89","IncidencesAge90AndOver","IncidencesAllAges","IncidenceRateAgeUnder5","IncidenceRateAge5To9","IncidenceRateAge10To14","IncidenceRateAge15To19","IncidenceRateAge20To24","IncidenceRateAge25To29","IncidenceRateAge30To34","IncidenceRateAge35To39","IncidenceRateAge40To44","IncidenceRateAge45To49","IncidenceRateAge50To54","IncidenceRateAge55To59","IncidenceRateAge60To64","IncidenceRateAge65To69","IncidenceRateAge70To74","IncidenceRateAge75To79","IncidenceRateAge80To84","IncidenceRateAge85To89","IncidenceRateAge90AndOver","CrudeRate","CrudeRateLower95pcConfidenceInterval","CrudeRateUpper95pcConfidenceInterval","EASR","EASRLower95pcConfidenceInterval","EASRLower95pcConfidenceIntervalQF","EASRUpper95pcConfidenceInterval","EASRUpper95pcConfidenceIntervalQF","WASR","WASRLower95pcConfidenceInterval","WASRLower95pcConfidenceIntervalQF","WASRUpper95pcConfidenceInterval","WASRUpper95pcConfidenceIntervalQF","StandardisedIncidenceRatio","SIRLower95pcConfidenceInterval","SIRUpper95pcConfidenceInterval"
"North of Scotland","C00-C97, excluding C44","All cancer types","All","d","2017-2021",63,61,37,66,116,251,410,570,794,1367,2489,3469,4780,6229,7139,6408,5061,3180,1509,43999,18.7512277589604,16.2475162608339,9.89868561506954,18.2755622504417,28.1219620401999,56.5879920731721,91.8125590623474,130.386745386711,194.258368523294,297.527064733357,487.21667929241,680.053400561059,1041.29678483279,1497.36656754736,1852.79385429914,2362.06540650526,2587.03975381973,2696.97226698329,2411.58327073978,630.085550377917,624.21168963121,636.000925751556,605.09501461611,599.391950150714,NA,610.824709396311,NA,282.383204874172,279.356342803897,NA,285.426151759073,NA,95.0157250707684,94.1299578325287,95.9077526372711
"North of Scotland","C00-C97, excluding C44","All cancer types","Male",NA,"2017-2021",30,31,21,32,65,102,133,193,238,442,930,1594,2485,3466,4255,3643,2638,1495,612,22405,17.3144182932601,16.0974571210477,10.9793588054458,17.2386857656939,30.37624484188,44.4956289588023,59.0111855036582,89.0246040019558,117.046494014891,197.739860239972,372.436495572811,636.848518747878,1097.78940114152,1700.53675337801,2293.35546740255,2937.87953322957,3139.35499226467,3258.21637171999,3117.20063158967,650.501442106969,642.011244568054,659.075862142159,657.472555382104,648.797109142018,NA,666.204822202326,NA,286.032098349068,281.849886102293,NA,290.244685305764,NA,95.7079787331601,94.4588198644836,96.9695292190731
"North of Scotland","C00-C97, excluding C44","All cancer types","Females",NA,"2017-2021",33,30,16,34,51,149,277,377,556,925,1559,1875,2295,2763,2884,2765,2423,1685,897,21594,20.2812330989724,16.4055450742351,8.76621064108394,19.372225925736,25.6919186321824,69.5218853962048,125.236797012402,171.078246742933,270.696605581413,392.068766742396,596.965774983343,721.675673179068,986.337400452985,1302.20238572149,1443.63130337281,1877.28720117865,2171.16640830115,2339.43298253409,2088.96134140661,610.214781813034,602.102707048446,618.4088336911,552.717473850115,545.329136953691,NA,560.154836722351,NA,278.734311399276,274.366773459079,NA,283.13586074098,NA,94.3079790969909,93.0542674529384,95.5743602078193
"North of Scotland","C67","Bladder","All","d","2017-2021",0,0,0,0,0,0,1,1,10,11,17,50,90,120,206,207,207,127,74,1121,0,0,0,0,0,0,0.223933070883774,0.228748676117037,2.44657894865609,2.39414609514772,3.32771536680232,9.80186509889102,19.6060064089856,28.846361872802,53.463445018297,76.3026746483442,105.812532906675,107.709269782037,118.261870135682,16.0532262545432,15.1271227993471,17.021194829135,16.1339901623609,15.1859341408764,NA,17.1103465884043,NA,5.65687928319429,5.29486449465159,NA,6.03069552360345,NA,95.9738797837982,90.4371895093933,101.760859805093
"North of Scotland","C67","Bladder","Male",NA,"2017-2021",0,0,0,0,0,0,0,0,8,7,15,38,61,88,154,157,149,80,46,803,0,0,0,0,0,0,0,0,3.93433593327366,3.13162674588191,6.00704025117438,15.1820851395353,26.9477478751038,43.1757744654545,83.0027595722663,126.611882162241,177.31762465786,174.352715543545,234.299393877655,23.3141110471723,21.7292490326555,24.9840045930296,24.4993167607783,22.8065822182608,NA,26.2517866500826,NA,8.47912095425504,7.85130469777319,NA,9.13074174638854,NA,98.4388274759992,91.7470879494687,105.489594384132
"North of Scotland","C67","Bladder","Females",NA,"2017-2021",0,0,0,0,0,0,1,1,2,4,2,12,29,32,52,50,58,47,28,318,0,0,0,0,0,0,0.452118400766793,0.453788452899028,0.973728797055444,1.69543250483198,0.765831654885623,4.61872430834604,12.463522707249,15.0816056254389,26.0294132369578,33.9473273269195,51.9717918619342,65.2542137561436,65.2072659524919,8.986213791634,8.02557654578861,10.0301799265528,7.76866356394356,6.93438656202895,NA,8.64964433645393,NA,2.83463761213355,2.48266908282792,NA,3.20959864520429,NA,90.2662585788497,80.6166851272718,100.752868319859
"North of Scotland","C40-C41","Bone and articular cartilage","All","d","2017-2021",0,1,5,2,5,6,2,1,2,2,4,7,5,7,2,2,3,2,4,62,0,0.266352725587441,1.33766021825264,0.55380491668005,1.21215353621551,1.3527010057332,0.447866141767549,0.228748676117037,0.489315789731219,0.435299290026858,0.782991851012311,1.37226111384474,1.08922257827698,1.68270444258011,0.519062572993174,0.737223909645838,1.53351496966196,1.69620897294547,6.39253352084765,0.887867999805242,0.680723304332117,1.13820670534735,0.851940663154791,0.652278818242358,NA,1.07785480978337,NA,0.725098274572858,0.529518448586086,NA,0.950941580251861,NA,90.3976573228693,69.3073655207803,115.88571694796
"North of Scotland","C40-C41","Bone and articular cartilage","Male",NA,"2017-2021",0,1,4,1,3,3,2,0,2,1,3,5,4,4,2,1,1,1,0,38,0,0.519272810356377,2.09130643913253,0.538708930177936,1.40198053116369,1.30869496937654,0.887386248175312,0,0.983583983318416,0.447375249411702,1.20140805023488,1.99764278151781,1.76706543443304,1.9625352029752,1.07795791652294,0.806445109313635,1.1900511722004,2.17940894429431,0,1.10328296362708,0.780748689131332,1.51434206647395,1.07020545254943,0.756453094315747,NA,1.43753835134441,NA,0.95732369275857,0.645594490818001,NA,1.32948835123329,NA,100.446222275419,71.0817251377729,137.870287881536
"North of Scotland","C40-C41","Bone and articular cartilage","Females",NA,"2017-2021",0,0,1,1,2,3,0,1,0,1,1,2,1,3,0,1,2,1,4,24,0,0,0.547888165067746,0.569771350756941,1.0075262208699,1.39976950462157,0,0.453788452899028,0,0.423858126207996,0.382915827442811,0.769787384724339,0.429776645077553,1.4139005273849,0,0.678946546538391,1.7921307538598,1.38838752672646,9.31532370749884,0.678204814462944,0.434538621635934,1.00911500470938,0.633675873760155,0.404679097164754,NA,0.913196415367797,NA,0.492872856387146,0.278147505352365,NA,0.768011637979202,NA,78.0369560218035,49.9997501982217,116.112804810751
"North of Scotland","C40-C41, C47+C49","Bone and connective tissue","All","d","2017-2021",5,3,11,7,7,11,10,7,5,7,16,18,19,21,19,21,15,12,10,224,1.48819267928257,0.799058176762323,2.94285248015581,1.93831720838018,1.69701495070172,2.4799518438442,2.23933070883774,1.60124073281926,1.22328947432805,1.523547515094,3.13196740404924,3.52867143560077,4.13904579745253,5.04811332774034,4.93109444343516,7.74085105128129,7.66757484830981,10.1772538376728,15.9813338021191,3.20778116058668,2.80142793443796,3.65651044479711,3.15130310936175,2.74785575828396,NA,3.58198216310384,NA,2.32435301594806,1.96146915481421,NA,2.71758122873,NA,87.710107639637,76.5992233800951,99.9796771173616
"North of Scotland","C40-C41, C47+C49","Bone and connective tissue","Male",NA,"2017-2021",2,1,5,5,4,5,6,3,3,4,7,9,13,13,11,10,9,5,4,119,1.154294552884,0.519272810356377,2.61413304891566,2.69354465088968,1.86930737488492,2.18115828229423,2.66215874452594,1.38380213474543,1.47537597497762,1.78950099764681,2.80328545054804,3.59575700673206,5.74296266190737,6.37823940966941,5.92876854087616,8.06445109313634,10.7104605498036,10.8970447214715,20.3738603371874,3.45501770188481,2.86219569502565,4.1344437935452,3.49898017397442,2.8915999385276,NA,4.16340040072048,NA,2.45733803368758,1.95455375354958,NA,3.01680242431333,NA,84.7116118263475,70.1765465791351,101.370073318463
"North of Scotland","C40-C41, C47+C49","Bone and connective tissue","Females",NA,"2017-2021",3,2,6,2,3,6,4,4,2,3,9,9,6,8,8,11,6,7,6,105,1.84374846354295,1.09370300494901,3.28732899040648,1.13954270151388,1.51128933130485,2.79953900924314,1.80847360306717,1.81515381159611,0.973728797055444,1.27157437862399,3.4462424469853,3.46404323125953,2.57865987046532,3.77040140635972,4.00452511337812,7.4684120119223,5.3763922615794,9.71871268708522,13.9729855612483,2.96714606327538,2.42683151528131,3.5919112170226,2.80362604474908,2.28992308033209,NA,3.36853732595304,NA,2.19136799820854,1.68642713706501,NA,2.76142667805405,NA,91.3757414519217,74.7363036260274,110.615906222899
"North of Scotland","C47+C49","Connective tissue","All","d","2017-2021",5,2,6,5,2,5,8,6,3,5,12,11,14,14,17,19,12,10,6,162,1.48819267928257,0.532705451174882,1.60519226190317,1.38451229170013,0.484861414486204,1.127250838111,1.79146456707019,1.37249205670222,0.733973684596828,1.08824822506715,2.34897555303693,2.15641032175602,3.04982321917555,3.36540888516023,4.41203187044198,7.00362714163546,6.13405987864785,8.48104486472733,9.58880028127147,2.31991316078144,1.97642218775219,2.70594136600464,2.29936244620696,1.95464278646494,NA,2.6716648878924,NA,1.59925474137521,1.30081777399039,NA,1.92805068983949,NA,86.723346520165,73.8829147384297,101.15391158358
"North of Scotland","C47+C49","Connective tissue","Male",NA,"2017-2021",2,0,1,4,1,2,4,3,1,3,4,4,9,9,9,9,8,4,4,81,1.154294552884,0,0.522826609783132,2.15483572071174,0.46732684372123,0.872463312917692,1.77477249635062,1.38380213474543,0.491791991659208,1.3421257482351,1.60187740031317,1.59811422521425,3.97589722747433,4.41570420669421,4.85081062435323,7.25800598382271,9.52040937760324,8.71763577717723,20.3738603371874,2.35173473825773,1.86761684475431,2.92299155117895,2.428774721425,1.92153452860622,NA,2.99453100480471,NA,1.50001434092901,1.12148477235214,NA,1.93274007601595,NA,78.9124342720145,62.6678634751833,98.0809505883924
"North of Scotland","C47+C49","Connective tissue","Females",NA,"2017-2021",3,2,5,1,1,3,4,3,2,2,8,7,5,5,8,10,4,6,2,81,1.84374846354295,1.09370300494901,2.73944082533873,0.569771350756941,0.503763110434949,1.39976950462157,1.80847360306717,1.36136535869708,0.973728797055444,0.847716252415991,3.06332661954249,2.69425584653519,2.14888322538777,2.35650087897483,4.00452511337812,6.78946546538391,3.5842615077196,8.33032516035876,4.65766185374942,2.28894124881243,1.81774975017041,2.84494497724705,2.16995017098893,1.72052657397625,NA,2.67073603342387,NA,1.6984951418214,1.25398718549447,NA,2.20939772577547,NA,96.25040628279,76.4367159118284,119.630466729664
"North of Scotland","C71","Malignant brain cancer","All","d","2017-2021",10,14,1,6,6,11,20,12,22,21,47,60,74,103,81,72,51,19,11,641,2.97638535856514,3.72893815822417,0.267532043650528,1.66141475004015,1.45458424345861,2.4799518438442,4.47866141767549,2.74498411340444,5.38247368704341,4.57064254528201,9.20015424939465,11.7622381186692,16.1204941584993,24.7597939408217,21.0220342062236,26.5400607472502,26.0697544842534,16.1139852429819,17.579467182331,9.17940948185742,8.482454753799,9.91836309595843,8.89695654027291,8.21607160811858,NA,9.60455989643891,NA,5.49223598956819,4.98624095555267,NA,6.02233294064106,NA,105.955304777892,97.9105551920091,114.484835523148
"North of Scotland","C71","Malignant brain cancer","Male",NA,"2017-2021",8,7,1,6,1,5,11,7,13,15,32,40,44,63,49,36,25,10,6,379,4.61717821153602,3.63490967249464,0.522826609783132,3.23225358106761,0.46732684372123,2.18115828229423,4.88062436496422,3.22887164773933,6.3932958915697,6.71062874117552,12.8150192025053,15.9811422521425,19.4377197787634,30.9099294468595,26.409968954812,29.0320239352908,29.7512793050101,21.7940894429431,30.5607905057811,11.0037958740701,9.92372177044239,12.1693530209511,10.9169693153255,9.83695374157447,NA,12.0524282548426,NA,6.81437867138105,6.01548904064834,NA,7.66235462076215,NA,111.112992320452,100.206731703177,122.882434773998
"North of Scotland","C71","Malignant brain cancer","Females",NA,"2017-2021",2,7,0,0,5,6,9,5,9,6,15,20,30,40,32,36,26,9,5,262,1.22916564236196,3.82796051732152,0,0,2.51881555217475,2.79953900924314,4.06906560690113,2.26894226449514,4.3817795867495,2.54314875724797,5.74373741164217,7.69787384724339,12.8932993523266,18.8520070317986,16.0181004535125,24.4420756753821,23.2976998001774,12.4954877405381,11.6441546343735,7.40373589122047,6.53429765894744,8.35665809315923,6.87694376522035,6.0652207550157,NA,7.73890341813336,NA,4.17009330775534,3.56495833183391,NA,4.82196928501765,NA,99.2883659959905,87.628698135715,112.067602011689
"North of Scotland","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","All","d","2017-2021",12,17,1,8,8,13,21,12,23,23,47,62,74,106,85,74,51,20,12,669,3.57166243027817,4.5279963349865,0.267532043650528,2.2152196667202,1.93944565794482,2.9308521790886,4.70259448855926,2.74498411340444,5.62713158190902,5.00594183530887,9.20015424939465,12.1543127226249,16.1204941584993,25.4809529876417,22.0601593522099,27.277284656896,26.0697544842534,16.9620897294547,19.1776005625429,9.58038212693075,8.86807086072598,10.334680691484,9.29342780014627,8.59704410756808,NA,10.0165452775142,NA,5.89390886451117,5.35777431022649,NA,6.45524231572749,NA,106.194915235812,98.2992140483307,114.556029757544
"North of Scotland","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","Male",NA,"2017-2021",9,7,1,8,2,7,12,7,14,17,32,40,44,65,50,37,25,11,6,394,5.19432548797802,3.63490967249464,0.522826609783132,4.30967144142348,0.93465368744246,3.05362159521192,5.32431748905187,3.22887164773933,6.88508788322891,7.60537923999893,12.8150192025053,15.9811422521425,19.4377197787634,31.8911970483471,26.9489479130735,29.8384690446045,29.7512793050101,23.9734983872374,30.5607905057811,11.4393023070808,10.3375135538212,12.6265464453335,11.3572377027968,10.2548913555654,NA,12.5150489552613,NA,7.25351496675826,6.41658045181461,NA,8.14100945961771,NA,110.950922802278,100.264564873643,122.466120949389
"North of Scotland","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","Females",NA,"2017-2021",3,10,0,0,6,6,9,5,9,6,15,22,30,41,35,37,26,9,6,275,1.84374846354295,5.46851502474503,0,0,3.02257866260969,2.79953900924314,4.06906560690113,2.26894226449514,4.3817795867495,2.54314875724797,5.74373741164217,8.46766123196773,12.8932993523266,19.3233072075936,17.5197973710293,25.1210222219205,23.2976998001774,12.4954877405381,13.9729855612483,7.7710968323879,6.87967972376969,8.74595775029612,7.22961789749572,6.39606177720355,NA,8.11348970026901,NA,4.53430276226409,3.88072448373874,NA,5.23799813505594,NA,100.050315355964,88.5736133208991,112.601328986166
"North of Scotland","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","All","d","2017-2021",4,6,1,6,15,11,15,23,45,34,58,68,67,85,58,66,61,41,29,693,1.19055414342606,1.59811635352465,0.267532043650528,1.66141475004015,3.63646060864653,2.4799518438442,3.35899606325661,5.26121955069185,11.0096052689524,7.40008793045659,11.3533818396785,13.3305365344918,14.5955825489115,20.4328396599014,15.0528146168021,24.3283890183126,31.1814710497932,34.7722839453821,46.3458680261455,9.92407296556504,9.1988529680387,10.6912708910768,9.60296511753345,8.89285092488757,NA,10.3399677029082,NA,5.75916524202169,5.26000171373632,NA,6.28063211007895,NA,85.4109552532925,79.1693916359709,92.0137994598674
"North of Scotland","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","Male",NA,"2017-2021",3,3,0,2,8,6,6,8,20,10,26,21,34,44,23,29,21,13,10,287,1.73144182932601,1.55781843106913,0,1.07741786035587,3.73861474976984,2.61738993875308,2.66215874452594,3.6901390259878,9.83583983318416,4.47375249411702,10.4122031020356,8.3900996823748,15.0200561926808,21.5878872327272,12.3965160400138,23.3869081700954,24.9910746162085,28.332316275826,50.9346508429685,8.33268975160455,7.3964427625126,9.35463411018193,8.52304999456496,7.55328018137128,NA,9.5505406210919,NA,5.09565099614464,4.43076108637231,NA,5.8063431022125,NA,93.1403700186684,82.6752748822394,104.563365297961
"North of Scotland","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","Females",NA,"2017-2021",1,3,1,4,7,5,9,15,25,24,32,47,33,41,35,37,40,28,19,406,0.614582821180982,1.64055450742351,0.547888165067746,2.27908540302776,3.52634177304464,2.33294917436929,4.06906560690113,6.80682679348541,12.1716099631931,10.1725950289919,12.25330647817,18.090003541022,14.1826292875593,19.3233072075936,17.5197973710293,25.1210222219205,35.842615077196,38.8748507483409,44.2477876106195,11.4729647779981,10.3839751270604,12.645107617466,10.6828802405019,9.66113637965459,NA,11.7552436887626,NA,6.42267948789874,5.69067747677011,NA,7.19832774430201,NA,80.678131333965,73.0203330420915,88.9206646088954
"North of Scotland","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","All","d","2017-2021",16,23,2,14,23,24,36,35,68,57,105,130,141,191,143,140,112,61,41,1362,4.76221657370423,6.12611268851114,0.535064087301056,3.87663441676035,5.57590626659135,5.41080402293279,8.06159055181587,8.00620366409629,16.6367368508614,12.4060297657655,20.5535360890732,25.4848492571166,30.7160767074109,45.9137926475431,37.112973969012,51.6056736752086,57.2512255340466,51.7343736748367,65.5234685886884,19.5044550924958,18.4822431264198,20.5684936136021,18.8963929176797,17.8961837470901,NA,19.9234158886456,NA,11.6530741065329,10.9155344828253,NA,12.4143834406298,NA,94.4950728879065,89.5426661796357,99.6501206516435
"North of Scotland","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","Male",NA,"2017-2021",12,10,1,10,10,13,18,15,34,27,58,61,78,109,73,66,46,24,16,681,6.92576731730403,5.19272810356377,0.522826609783132,5.38708930177936,4.6732684372123,5.671011533965,7.98647623357781,6.91901067372713,16.7209277164131,12.0791317341159,23.2272223045409,24.3712419345173,34.4577759714442,53.4790842810743,39.3454639530873,53.2253772146999,54.7423539212186,52.3058146630634,81.4954413487496,19.7719920586854,18.3146849304221,21.3144160149645,19.8802876973618,18.4002146630848,NA,21.4167989547162,NA,12.3491659629029,11.2703358643571,NA,13.4765998976888,NA,102.676366484961,95.1085402214981,110.686206208751
"North of Scotland","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","Females",NA,"2017-2021",4,13,1,4,13,11,18,20,34,30,47,69,63,82,70,74,66,37,25,681,2.45833128472393,7.10906953216854,0.547888165067746,2.27908540302776,6.54892043565434,5.13248818361243,8.13813121380227,9.07576905798055,16.5533895499426,12.7157437862399,17.9970438898121,26.5576647729897,27.0759286398859,38.6466144151872,35.0395947420585,50.2420444438409,59.1403148773735,51.370338488879,58.2207731718677,19.244061610386,17.8256659283367,20.745301422534,17.9124981379977,16.5834271838025,NA,19.2920714239618,NA,10.9569822501628,9.9656404308931,NA,11.9946560252768,NA,87.5213379723481,81.0705226309463,94.3489256010238
"North of Scotland","C50","Breast","All","d","2017-2021",0,0,0,1,2,23,73,150,260,440,739,739,799,833,632,555,431,298,167,6142,0,0,0,0.276902458340025,0.484861414486204,5.18535385531059,16.3471141745155,34.3123014175555,63.6110526650585,95.7658438059088,144.657744474524,144.871566161609,174.057768008661,200.241828667034,164.023773065843,204.57963492672,220.314983974769,252.735136968875,266.888274495389,87.956213787158,85.7701276686278,90.1839264195051,80.4248311828539,78.4148806257789,NA,82.4598628844934,NA,45.48590087792,44.2299962014069,NA,46.759142917872,NA,94.9702302221165,92.6098159543471,97.3755904855162
"North of Scotland","C50","Breast","Male",NA,"2017-2021",0,0,0,0,0,0,0,0,0,1,2,2,6,5,7,7,2,4,1,37,0,0,0,0,0,0,0,0,0,0.447375249411702,0.800938700156584,0.799057112607124,2.65059815164956,2.453169003719,3.77285270783029,5.64511576519544,2.38010234440081,8.71763577717723,5.09346508429685,1.07424920142637,0.75637057553354,1.48071101773007,1.08892988520274,0.763453428184224,NA,1.47128998400174,NA,0.46043748950401,0.3149831457518,NA,0.633068812844944,NA,93.0610669588914,65.5235793352241,128.272422250612
"North of Scotland","C50","Breast","Females",NA,"2017-2021",0,0,0,1,2,23,73,150,260,439,737,737,793,828,625,548,429,294,166,6105,0,0,0,0.569771350756941,1.0075262208699,10.7315662020987,33.0046432559759,68.0682679348541,126.584743617208,186.07371740531,282.208964825352,283.666651270919,340.8128795465,390.236545558232,312.853524482665,372.062707503038,384.412046702927,408.185932857579,386.585933861202,172.518349679011,168.217642077939,176.901199906631,159.760732480505,155.756396051234,NA,163.815184607094,NA,90.5113642663361,88.0046068754973,NA,93.0528342328449,NA,94.9820397514468,92.6142337697384,97.3950703381581
"North of Scotland","D05","Carcinoma in situ of the breast","All","d","2017-2021",0,0,0,0,0,0,3,7,20,37,129,102,86,101,60,34,26,7,2,614,0,0,0,0,0,0,0.671799212651323,1.60124073281926,4.89315789731219,8.05303686549687,25.251487195147,19.9958048017377,18.7346283463641,24.2790212429417,15.5718771897952,12.5328064639792,13.2904630704037,5.93673140530913,3.19626676042382,8.79275728839385,8.110931747362,9.51659362865829,8.0679003048338,7.44022614054519,NA,8.72063001725316,NA,4.86572500595698,4.46575178163546,NA,5.28260764044009,NA,102.858726583232,94.8826498416353,111.326250679745
"North of Scotland","D05","Carcinoma in situ of the breast","Male",NA,"2017-2021",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.441766358608259,0,0,0,0,0,0,0.0290337622007127,0.000735071216459178,0.161765769279693,0.0265059815164956,NA,"z",NA,"z",0.0176706543443304,NA,"z",NA,"z",53.4680465516394,1.35369373588948,297.904888195855
"North of Scotland","D05","Carcinoma in situ of the breast","Females",NA,"2017-2021",0,0,0,0,0,0,3,7,20,37,129,102,85,101,60,34,26,7,2,613,0,0,0,0,0,0,1.35635520230038,3.17651917029319,9.73728797055444,15.6827506696958,49.3961417401227,39.2591566209413,36.531014831592,47.6013177552915,30.0339383503359,23.0841825823053,23.2976998001774,9.71871268708522,4.65766185374942,17.322481302741,15.9781537950031,18.7497095820667,16.1092946281511,14.8550005689728,NA,17.4136996178916,NA,9.71377935756963,8.91456777727114,NA,10.546810407803,NA,103.013960386428,95.019464782234,111.501453307294
"North of Scotland","C18-C20","Colorectal cancer","All","d","2017-2021",0,1,0,3,3,13,24,48,62,121,292,345,582,788,900,825,809,513,231,5560,0,0.266352725587441,0,0.830707375020075,0.727292121729307,2.9308521790886,5.37439370121058,10.9799364536178,15.1687894816678,26.3356070466249,57.1584051238987,67.632869182348,126.785508111441,189.424442964733,233.578157846928,304.104862728908,413.537870152176,435.077601560512,369.168810828952,79.6217109502765,77.5424377067022,81.7426198125864,76.1842968024122,74.1689543574769,NA,78.2262783074235,NA,32.2885894498874,31.3366314374619,NA,33.2545932461085,NA,101.565282321917,98.912965868432,104.270709080632
"North of Scotland","C18-C20","Colorectal cancer","Male",NA,"2017-2021",0,0,0,0,1,7,9,26,29,63,153,203,362,468,516,441,395,227,100,3000,0,0,0,0,0.46732684372123,3.05362159521192,3.9932381167889,11.9929518344604,14.261967758117,28.1846407129372,61.2718105619786,81.104296929623,159.91942181619,229.616618748099,278.113142462918,355.642293207313,470.07021301916,494.725830354808,509.346508429685,87.1012866021382,84.012054265979,90.2750696511816,88.4639287017305,85.2877202938347,NA,91.6973927860643,NA,37.3452539771222,35.8977634586984,NA,38.8209543772214,NA,99.322148184476,95.7994770066114,102.941233075178
"North of Scotland","C18-C20","Colorectal cancer","Females",NA,"2017-2021",0,1,0,3,2,6,15,22,33,58,139,142,220,320,384,384,414,286,131,2560,0,0.546851502474503,0,1.70931405227082,1.0075262208699,2.79953900924314,6.78177601150189,9.98334596377861,16.0665251514148,24.5837713200637,53.2253000145508,54.6549043154281,94.5508619170617,150.816056254389,192.21720544215,260.715473870742,370.971066048979,397.078832643768,305.076851420587,72.3418468760473,69.5663874797491,75.1996409033418,63.9046649030939,61.4405003164471,NA,66.4166000471763,NA,27.2319249226525,26.0040480488036,NA,28.4877300070164,NA,104.326398269075,100.323823067283,108.447710769893
"North of Scotland","C18","Colon","All","d","2017-2021",0,1,0,3,1,8,17,31,32,79,185,211,380,546,646,634,606,410,187,3977,0,0.266352725587441,0,0.830707375020075,0.242430707243102,1.8036013409776,3.80686220502416,7.09120895962815,7.8290526356995,17.1943219560609,36.2133731093194,41.3638707173201,82.7809159490505,131.250946521249,167.657211076795,233.699979357731,309.770023871716,347.722839453821,298.850942099628,56.9524360520233,55.1960004689201,58.7505414372694,54.3891755010081,52.6877374686827,NA,56.1172739352989,NA,22.1593539468231,21.384334402034,NA,22.9479765751797,NA,103.143190829416,99.9622141568448,106.399633217805
"North of Scotland","C18","Colon","Male",NA,"2017-2021",0,0,0,0,1,3,6,14,15,37,91,114,223,301,341,329,283,168,82,2008,0,0,0,0,0.46732684372123,1.30869496937654,2.66215874452594,6.45774329547866,7.37687987488812,16.552884228233,36.4427108571246,45.546255418606,98.5138979696418,147.680774023884,183.791824767161,265.320440964186,336.784481732714,366.140702641444,417.664136912341,58.2997944990311,55.7774449633948,60.9068095529016,59.8422727857707,57.2174795662462,NA,62.525104078708,NA,24.0608916923406,22.9220247718035,NA,25.2269822208163,NA,100.267680101904,95.9295835697015,104.751389756261
"North of Scotland","C18","Colon","Females",NA,"2017-2021",0,1,0,3,0,5,11,17,17,42,94,97,157,245,305,305,323,242,105,1969,0,0.546851502474503,0,1.70931405227082,0,2.33294917436929,4.97330240843472,7.71440369928347,8.27669477497128,17.8020413007358,35.9940877796243,37.3346881591305,67.4749332771759,115.468543069767,152.672519947541,207.078696694209,289.429116748358,335.989781467803,244.527247321844,55.6410533198973,53.210273929955,58.1542436314133,48.9360782162455,46.7876474510584,NA,51.1320592363681,NA,20.2578162013057,19.2147005517991,NA,21.3281159128255,NA,106.250636601428,101.608886630699,111.049756218447
"North of Scotland","C19-C20","Rectum and rectosigmoid junction","All","d","2017-2021",0,0,0,0,2,5,7,17,30,42,107,134,202,242,254,191,203,103,44,1583,0,0,0,0,0.484861414486204,1.127250838111,1.56753149618642,3.88872749398963,7.33973684596828,9.14128509056402,20.9450320145793,26.2689984650279,44.00459216239,58.173496443484,65.9209467701331,70.4048833711775,103.767846280459,87.3547621066915,70.3178687293241,22.6692748982532,21.5661773362027,23.814171682918,21.7951213014041,20.7244825531041,NA,22.8923446183588,NA,10.1292355030642,9.58144027980788,NA,10.6920441897109,NA,97.8061959947684,93.0469005678301,102.745833447545
